,totalSales,featuresVector
1920,958.752,"[15.35,0.0,0.013834247,3.0,62.7168,19.0,0.0,1.0,0.0]"
1921,958.752,"[15.35,0.0,0.013840784,3.0,65.2168,16.0,1.0,2.0,0.0]"
1922,958.752,"[16.7,1.0,0.05436436,13.0,63.8168,33.0,0.0,3.0,2.0]"
1923,958.752,"[19.6,1.0,0.041740902,3.0,49.2376,9.0,0.0,3.0,3.0]"
1924,958.752,"[20.2,1.0,0.121153331,1.0,97.3752,31.0,3.0,3.0,0.0]"
1925,960.7494,"[16.75,1.0,0.008579863,9.0,72.3038,19.0,0.0,1.0,0.0]"
1926,960.7494,"[17.35,0.0,0.014691784,3.0,74.1038,21.0,2.0,1.0,0.0]"
1927,961.4152,"[10.6,1.0,0.033052168,14.0,49.7008,21.0,2.0,1.0,0.0]"
1928,962.7468,"[12.65,0.0,0.063146492,8.0,159.6578,9.0,0.0,3.0,3.0]"
1929,962.7468,"[12.65,0.0,0.105265475,8.0,159.9578,20.0,1.0,3.0,1.0]"
1930,964.0784,"[6.59,0.0,0.0,2.0,119.1098,11.0,1.0,2.0,0.0]"
1931,965.41,"[16.35,0.0,0.016993204,2.0,95.741,21.0,2.0,1.0,0.0]"
1932,965.41,"[17.6,1.0,0.039189221,1.0,97.341,31.0,3.0,3.0,0.0]"
1933,966.7416,"[5.785,1.0,0.053586458,0.0,89.7856,33.0,0.0,3.0,2.0]"
1934,966.7416,"[11.8,0.0,0.058975504,7.0,81.7618,9.0,0.0,3.0,3.0]"
1935,966.7416,"[14.3,1.0,0.065207559,0.0,89.8856,21.0,2.0,1.0,0.0]"
1936,966.7416,"[16.75,0.0,0.0,10.0,88.7856,16.0,1.0,2.0,0.0]"
1937,966.7416,"[17.35,0.0,0.0,12.0,79.2618,9.0,0.0,3.0,3.0]"
1938,968.739,"[9.3,0.0,0.111220521,10.0,65.7826,21.0,2.0,1.0,0.0]"
1939,968.739,"[9.3,0.0,0.111673587,10.0,65.7826,9.0,0.0,3.0,3.0]"
1940,968.739,"[21.0,0.0,0.049295686,1.0,194.4478,14.0,2.0,2.0,0.0]"
1941,969.4048,"[7.35,1.0,0.014353174,0.0,242.6512,31.0,3.0,3.0,0.0]"
1942,970.7364,"[16.6,0.0,0.016197216,7.0,108.8596,31.0,3.0,3.0,0.0]"
1943,970.7364,"[16.75,0.0,0.075368868,7.0,35.2532,33.0,0.0,3.0,2.0]"
1944,970.7364,"[20.5,0.0,0.119339241,6.0,106.0596,14.0,2.0,2.0,0.0]"
1945,972.068,"[6.8,0.0,0.037555348,6.0,49.6034,19.0,0.0,1.0,0.0]"
1946,972.068,"[11.395,0.0,0.009893817,7.0,50.3034,19.0,0.0,1.0,0.0]"
1947,972.068,"[14.7,0.0,0.072238195,0.0,47.5034,31.0,3.0,3.0,0.0]"
1948,972.068,"[17.7,1.0,0.016593506,0.0,46.9034,14.0,2.0,2.0,0.0]"
1949,973.3996,"[13.65,1.0,0.012749289,1.0,58.8588,14.0,2.0,2.0,0.0]"
1950,974.0654,"[6.67,1.0,0.12332588,1.0,90.2514,31.0,3.0,3.0,0.0]"
1951,974.0654,"[11.85,1.0,0.056033565,6.0,51.4666,11.0,1.0,2.0,0.0]"
1952,974.7312,"[8.325,0.0,0.029779207,0.0,39.3138,14.0,2.0,2.0,0.0]"
1953,975.397,"[20.25,1.0,0.133347119,4.0,193.0794,33.0,2.0,1.0,1.0]"
1954,978.726,"[5.51,0.0,0.034543718,7.0,99.7726,16.0,1.0,2.0,0.0]"
1955,978.726,"[9.8,0.0,0.013869809,8.0,47.406,16.0,1.0,2.0,0.0]"
1956,978.726,"[11.85,0.0,0.13267058,4.0,96.4726,21.0,2.0,1.0,0.0]"
1957,978.726,"[17.7,1.0,0.042649476,3.0,162.721,9.0,0.0,3.0,3.0]"
1958,978.726,"[18.25,0.0,0.089004389,3.0,196.7452,16.0,1.0,2.0,0.0]"
1959,978.726,"[19.7,0.0,0.0,2.0,98.1726,33.0,0.0,3.0,2.0]"
1960,980.0576,"[6.365,0.0,0.007342171,3.0,59.9536,31.0,3.0,3.0,0.0]"
1961,980.0576,"[20.1,0.0,0.077439606,7.0,60.6536,14.0,2.0,2.0,0.0]"
1962,980.0576,"[20.1,0.0,0.077769768,7.0,63.0536,9.0,0.0,3.0,3.0]"
1963,981.3892,"[20.0,0.0,0.034340926,6.0,45.4086,31.0,3.0,3.0,0.0]"
1964,982.055,"[14.15,1.0,0.024503972,0.0,195.111,9.0,0.0,3.0,3.0]"
1965,982.055,"[19.25,1.0,0.027233781,9.0,197.511,11.0,1.0,2.0,0.0]"
1966,982.7208,"[6.98,0.0,0.041273236,5.0,82.4934,9.0,0.0,3.0,3.0]"
1967,982.7208,"[7.05,0.0,0.085312137,1.0,107.4912,9.0,0.0,3.0,3.0]"
1968,982.7208,"[9.3,0.0,0.074753743,2.0,246.4802,20.0,1.0,3.0,1.0]"
1969,982.7208,"[14.1,0.0,0.113908117,6.0,53.3956,11.0,1.0,2.0,0.0]"
1970,982.7208,"[17.75,0.0,0.111209003,12.0,107.7912,31.0,3.0,3.0,0.0]"
1971,982.7208,"[19.35,1.0,0.039990314,8.0,165.0868,19.0,0.0,1.0,0.0]"
1972,984.7182,"[10.195,0.0,0.0514111,10.0,33.0558,33.0,0.0,3.0,2.0]"
1973,984.7182,"[13.65,0.0,0.039631495,3.0,31.9558,33.0,0.0,3.0,2.0]"
1974,985.384,"[8.26,1.0,0.032573725,8.0,125.073,9.0,0.0,3.0,3.0]"
1975,985.384,"[12.3,0.0,0.128136346,2.0,248.346,20.0,1.0,3.0,1.0]"
1976,985.384,"[14.3,0.0,0.122571209,4.0,122.373,21.0,2.0,1.0,0.0]"
1977,985.384,"[15.5,1.0,0.086320509,3.0,48.1692,11.0,1.0,2.0,0.0]"
1978,986.7156,"[8.365,0.0,0.071992202,11.0,38.3506,16.0,1.0,2.0,0.0]"
1979,986.7156,"[11.15,0.0,0.032306341,7.0,166.3526,19.0,0.0,1.0,0.0]"
1980,986.7156,"[11.8,0.0,0.054238448,11.0,75.4012,19.0,0.0,1.0,0.0]"
1981,986.7156,"[13.35,0.0,0.0,4.0,77.6012,21.0,2.0,1.0,0.0]"
1982,986.7156,"[15.85,1.0,0.0,3.0,37.0506,33.0,0.0,3.0,2.0]"
1983,988.0472,"[12.3,0.0,0.110735739,6.0,35.2874,33.0,0.0,3.0,2.0]"
1984,988.713,"[10.5,0.0,0.052555346,3.0,89.683,21.0,2.0,1.0,0.0]"
1985,988.713,"[11.15,0.0,0.073783159,12.0,66.0142,11.0,1.0,2.0,0.0]"
1986,988.713,"[11.3,0.0,0.007294652,9.0,198.1426,16.0,1.0,2.0,0.0]"
1987,988.713,"[15.1,0.0,0.076385385,6.0,88.483,9.0,0.0,3.0,3.0]"
1988,990.7104,"[5.155,0.0,0.083198341,3.0,246.0776,21.0,2.0,1.0,0.0]"
1989,990.7104,"[12.6,0.0,0.048741487,10.0,60.4194,31.0,3.0,3.0,0.0]"
1990,992.042,"[14.1,0.0,0.111936685,1.0,198.8084,20.0,1.0,3.0,1.0]"
1991,992.042,"[14.1,0.0,0.117091213,1.0,197.9084,33.0,2.0,1.0,1.0]"
1992,992.7078,"[8.6,0.0,0.032615377,7.0,142.9154,14.0,2.0,2.0,0.0]"
1993,992.7078,"[11.6,0.0,0.0,8.0,141.9154,14.0,2.0,2.0,0.0]"
1994,992.7078,"[19.0,1.0,0.097313129,3.0,48.0718,21.0,2.0,1.0,0.0]"
1995,994.7052,"[8.775,0.0,0.021647195,0.0,109.5228,16.0,1.0,2.0,0.0]"
1996,994.7052,"[8.93,0.0,0.0,2.0,53.8614,31.0,3.0,3.0,0.0]"
1997,995.371,"[11.35,1.0,0.043122189,0.0,197.9742,31.0,3.0,3.0,0.0]"
1998,995.371,"[12.5,0.0,0.020739698,10.0,198.9742,16.0,1.0,2.0,0.0]"
1999,996.0368,"[7.27,1.0,0.020823289,5.0,92.4488,16.0,1.0,2.0,0.0]"
2000,996.0368,"[7.42,0.0,0.020474913,1.0,248.4092,9.0,0.0,3.0,3.0]"
2001,996.0368,"[15.0,1.0,0.054367971,5.0,58.5904,14.0,2.0,2.0,0.0]"
2002,996.0368,"[15.85,1.0,0.061190964,9.0,47.1744,19.0,0.0,1.0,0.0]"
2003,996.0368,"[16.85,0.0,0.036446751,1.0,90.3488,19.0,0.0,1.0,0.0]"
2004,998.7,"[8.985,0.0,0.183688161,0.0,100.27,19.0,0.0,1.0,0.0]"
2005,998.7,"[16.2,0.0,0.063017421,5.0,100.37,14.0,2.0,2.0,0.0]"
2006,999.3658,"[8.645,0.0,0.021629781,5.0,51.9982,16.0,1.0,2.0,0.0]"
2007,1000.6974,"[16.7,0.0,0.022155562,4.0,109.5886,9.0,0.0,3.0,3.0]"
2008,1001.3632,"[6.615,1.0,0.161030847,5.0,251.2408,33.0,2.0,1.0,1.0]"
2009,1001.3632,"[9.8,1.0,0.026420581,9.0,250.9408,33.0,2.0,1.0,1.0]"
2010,1001.3632,"[11.8,1.0,0.093202196,1.0,125.5704,33.0,0.0,3.0,2.0]"
2011,1001.3632,"[11.8,1.0,0.094037241,1.0,124.5704,9.0,0.0,3.0,3.0]"
2012,1004.0264,"[7.39,0.0,0.093160853,2.0,251.3066,9.0,0.0,3.0,3.0]"
2013,1004.0264,"[12.35,1.0,0.186616421,6.0,78.6328,9.0,0.0,3.0,3.0]"
2014,1006.6896,"[8.895,0.0,0.125222705,2.0,113.3544,9.0,0.0,3.0,3.0]"
2015,1006.6896,"[9.395,0.0,0.040023967,12.0,85.5908,19.0,0.0,1.0,0.0]"
2016,1006.6896,"[9.8,1.0,0.056375879,10.0,84.6908,14.0,2.0,2.0,0.0]"
2017,1006.6896,"[15.6,0.0,0.081103929,6.0,112.3544,21.0,2.0,1.0,0.0]"
2018,1006.6896,"[17.6,0.0,0.056245075,3.0,43.3454,31.0,3.0,3.0,0.0]"
2019,1006.6896,"[17.75,0.0,0.076113671,6.0,111.4544,16.0,1.0,2.0,0.0]"
2020,1006.6896,"[17.75,0.0,0.07626905,6.0,113.1544,9.0,0.0,3.0,3.0]"
2021,1006.6896,"[19.7,0.0,0.038549197,11.0,127.5362,33.0,0.0,3.0,2.0]"
2022,1006.6896,"[19.85,0.0,0.025968706,2.0,49.5376,21.0,2.0,1.0,0.0]"
2023,1007.3554,"[18.85,0.0,0.036241797,9.0,57.3562,11.0,1.0,2.0,0.0]"
2024,1010.6844,"[12.3,1.0,0.064750025,13.0,92.6804,16.0,1.0,2.0,0.0]"
2025,1010.6844,"[16.25,0.0,0.04506213,0.0,167.5474,33.0,2.0,1.0,1.0]"
2026,1011.3502,"[9.3,0.0,0.089144149,5.0,144.9786,19.0,0.0,1.0,0.0]"
2027,1012.016,"[11.35,1.0,0.045165796,1.0,100.0016,9.0,0.0,3.0,3.0]"
2028,1012.016,"[19.85,0.0,0.045669236,0.0,126.402,21.0,2.0,1.0,0.0]"
2029,1014.6792,"[17.1,0.0,0.054428368,10.0,84.9566,9.0,0.0,3.0,3.0]"
2030,1015.345,"[10.8,1.0,0.0,6.0,39.3138,31.0,3.0,3.0,0.0]"
2031,1017.3424,"[5.985,0.0,0.0,3.0,125.2678,14.0,2.0,2.0,0.0]"
2032,1017.3424,"[6.405,0.0,0.136275173,1.0,128.1678,14.0,2.0,2.0,0.0]"
2033,1017.3424,"[20.2,1.0,0.059751638,0.0,129.1678,31.0,3.0,3.0,0.0]"
2034,1017.3424,"[20.35,0.0,0.039235527,2.0,127.2678,31.0,3.0,3.0,0.0]"
2035,1018.0082,"[20.2,0.0,0.074177667,2.0,93.2462,31.0,3.0,3.0,0.0]"
2036,1018.674,"[6.135,0.0,0.079094835,8.0,114.386,19.0,0.0,1.0,0.0]"
2037,1018.674,"[11.8,1.0,0.026072872,9.0,99.8674,11.0,1.0,2.0,0.0]"
2038,1018.674,"[13.8,0.0,0.097457483,4.0,55.393,9.0,0.0,3.0,3.0]"
2039,1018.674,"[16.1,1.0,0.159698192,3.0,32.0558,14.0,2.0,2.0,0.0]"
2040,1018.674,"[19.7,0.0,0.053439522,0.0,55.093,9.0,0.0,3.0,3.0]"
2041,1020.6714,"[14.7,0.0,0.072410764,0.0,48.2034,19.0,0.0,1.0,0.0]"
2042,1022.6688,"[8.975,1.0,0.05272914,5.0,86.4224,21.0,2.0,1.0,0.0]"
2043,1022.6688,"[9.5,1.0,0.035121963,0.0,168.6448,31.0,3.0,3.0,0.0]"
2044,1022.6688,"[12.5,0.0,0.006775667,2.0,42.9112,19.0,0.0,1.0,0.0]"
2045,1022.6688,"[14.3,0.0,0.127517605,3.0,86.0224,14.0,2.0,2.0,0.0]"
2046,1022.6688,"[15.35,0.0,0.013812772,3.0,64.7168,21.0,2.0,1.0,0.0]"
2047,1022.6688,"[16.7,1.0,0.054618573,13.0,65.5168,14.0,2.0,2.0,0.0]"
2048,1022.6688,"[20.35,1.0,0.030990354,4.0,256.3672,16.0,1.0,2.0,0.0]"
2049,1023.3346,"[7.155,1.0,0.168527463,10.0,33.6874,16.0,1.0,2.0,0.0]"
2050,1024.6662,"[6.13,0.0,0.102171627,0.0,53.8298,14.0,2.0,2.0,0.0]"
2051,1024.6662,"[16.5,0.0,0.0,7.0,37.3506,33.0,0.0,3.0,2.0]"
2052,1025.332,"[6.78,1.0,0.140163038,6.0,94.212,21.0,2.0,1.0,0.0]"
2053,1025.332,"[10.8,0.0,0.05843345,11.0,74.738,21.0,2.0,1.0,0.0]"
2054,1025.332,"[15.3,0.0,0.023071504,2.0,101.8332,9.0,0.0,3.0,3.0]"
2055,1025.332,"[20.0,0.0,0.081492092,12.0,35.519,16.0,1.0,2.0,0.0]"
2056,1025.9978,"[6.11,1.0,0.152813518,8.0,45.6086,11.0,1.0,2.0,0.0]"
2057,1029.9926,"[8.355,0.0,0.187939003,5.0,146.9418,16.0,1.0,2.0,0.0]"
2058,1029.9926,"[8.905,0.0,0.143010016,3.0,61.6878,31.0,3.0,3.0,0.0]"
2059,1030.6584,"[8.6,0.0,0.0,2.0,115.2176,33.0,0.0,3.0,2.0]"
2060,1030.6584,"[12.6,1.0,0.031663212,6.0,173.2764,9.0,0.0,3.0,3.0]"
2061,1030.6584,"[12.6,1.0,0.031713126,6.0,172.5764,11.0,1.0,2.0,0.0]"
2062,1030.6584,"[18.6,0.0,0.118180011,12.0,56.2588,21.0,2.0,1.0,0.0]"
2063,1031.99,"[16.5,1.0,0.068125756,5.0,101.199,21.0,2.0,1.0,0.0]"
2064,1032.6558,"[8.71,0.0,0.121250374,5.0,92.7778,21.0,2.0,1.0,0.0]"
2065,1033.3216,"[9.3,0.0,0.110681931,10.0,63.2826,33.0,0.0,3.0,2.0]"
2066,1034.6532,"[5.92,1.0,0.019107027,8.0,48.4692,33.0,0.0,3.0,2.0]"
2067,1034.6532,"[10.695,1.0,0.011448629,1.0,72.9038,16.0,1.0,2.0,0.0]"
2068,1034.6532,"[14.65,0.0,0.17138805,0.0,50.7692,21.0,2.0,1.0,0.0]"
2069,1034.6532,"[19.1,0.0,0.296713665,2.0,171.8422,20.0,1.0,3.0,1.0]"
2070,1035.319,"[7.435,0.0,0.123086812,13.0,206.9638,16.0,1.0,2.0,0.0]"
2071,1035.9848,"[18.25,0.0,0.077659918,1.0,260.2962,31.0,3.0,3.0,0.0]"
2072,1035.9848,"[18.25,0.0,0.077882226,1.0,258.0962,16.0,1.0,2.0,0.0]"
2073,1036.6506,"[7.07,0.0,0.094201018,1.0,115.8834,11.0,1.0,2.0,0.0]"
2074,1037.3164,"[8.97,0.0,0.09301462,2.0,52.7956,21.0,2.0,1.0,0.0]"
2075,1037.3164,"[8.97,0.0,0.093159233,2.0,55.7956,19.0,0.0,1.0,0.0]"
2076,1037.3164,"[8.97,0.0,0.093203257,2.0,52.7956,16.0,1.0,2.0,0.0]"
2077,1037.3164,"[14.1,0.0,0.11326743,6.0,54.5956,21.0,2.0,1.0,0.0]"
2078,1038.648,"[8.6,1.0,0.05443912,10.0,128.831,31.0,3.0,3.0,0.0]"
2079,1038.648,"[8.6,1.0,0.054474158,10.0,131.031,14.0,2.0,2.0,0.0]"
2080,1038.648,"[9.5,1.0,0.0,5.0,79.596,21.0,2.0,1.0,0.0]"
2081,1038.648,"[11.5,1.0,0.020601791,4.0,86.054,19.0,0.0,1.0,0.0]"
2082,1038.648,"[18.25,0.0,0.04421348,11.0,173.408,31.0,3.0,3.0,0.0]"
2083,1038.648,"[19.2,0.0,0.041291929,2.0,130.131,19.0,0.0,1.0,0.0]"
2084,1039.9796,"[6.445,0.0,0.029691762,6.0,92.6436,21.0,2.0,1.0,0.0]"
2085,1041.3112,"[9.195,0.0,0.10080442,6.0,45.4744,33.0,0.0,3.0,2.0]"
2086,1041.3112,"[12.0,0.0,0.182493512,7.0,258.8278,33.0,2.0,1.0,1.0]"
2087,1041.977,"[8.895,0.0,0.044093978,3.0,208.3954,20.0,1.0,3.0,1.0]"
2088,1042.6428,"[16.75,0.0,0.075721301,7.0,34.3532,14.0,2.0,2.0,0.0]"
2089,1043.9744,"[8.21,0.0,0.010808272,11.0,150.5392,9.0,0.0,3.0,3.0]"
2090,1043.9744,"[13.0,1.0,0.070444232,1.0,63.4484,16.0,1.0,2.0,0.0]"
2091,1043.9744,"[13.0,1.0,0.070588037,1.0,65.9484,9.0,0.0,3.0,3.0]"
2092,1046.6376,"[6.85,0.0,0.03830192,3.0,261.2594,20.0,1.0,3.0,1.0]"
2093,1046.6376,"[14.5,1.0,0.106894492,10.0,260.4594,20.0,1.0,3.0,1.0]"
2094,1047.3034,"[8.695,0.0,0.119436131,2.0,94.7094,31.0,3.0,3.0,0.0]"
2095,1047.3034,"[15.85,0.0,0.137053947,5.0,94.4094,9.0,0.0,3.0,3.0]"
2096,1048.635,"[12.15,0.0,0.029583249,2.0,114.715,16.0,1.0,2.0,0.0]"
2097,1049.9666,"[12.1,1.0,0.061424738,8.0,56.7614,9.0,0.0,3.0,3.0]"
2098,1049.9666,"[14.65,0.0,0.011212719,12.0,55.6614,16.0,1.0,2.0,0.0]"
2099,1049.9666,"[16.6,0.0,0.026537206,3.0,57.2614,21.0,2.0,1.0,0.0]"
2100,1050.6324,"[13.1,0.0,0.037639672,0.0,175.6054,19.0,0.0,1.0,0.0]"
2101,1052.6298,"[12.6,0.0,0.048857925,10.0,61.0194,19.0,0.0,1.0,0.0]"
2102,1052.6298,"[17.25,1.0,0.160095901,0.0,61.5194,11.0,1.0,2.0,0.0]"
2103,1053.2956,"[20.7,0.0,0.026877471,2.0,74.6354,31.0,3.0,3.0,0.0]"
2104,1054.6272,"[15.0,1.0,0.054114924,5.0,58.4904,33.0,0.0,3.0,2.0]"
2105,1054.6272,"[16.0,1.0,0.099252438,3.0,87.4856,14.0,2.0,2.0,0.0]"
2106,1054.6272,"[16.75,0.0,0.129086113,10.0,89.4856,19.0,0.0,1.0,0.0]"
2107,1054.6272,"[17.35,0.0,0.167722519,2.0,176.3712,16.0,1.0,2.0,0.0]"
2108,1054.6272,"[19.85,0.0,0.044489064,4.0,89.4856,14.0,2.0,2.0,0.0]"
2109,1054.6272,"[20.85,0.0,0.0,9.0,115.1808,9.0,0.0,3.0,3.0]"
2110,1057.9562,"[6.135,1.0,0.0,6.0,151.3366,16.0,1.0,2.0,0.0]"
2111,1057.9562,"[11.1,0.0,0.059797172,0.0,151.8366,31.0,3.0,3.0,0.0]"
2112,1058.622,"[9.0,0.0,0.065515067,1.0,178.137,9.0,0.0,3.0,3.0]"
2113,1058.622,"[10.85,0.0,0.162242617,1.0,107.8622,21.0,2.0,1.0,0.0]"
2114,1058.622,"[13.5,0.0,0.054723717,7.0,36.6874,33.0,0.0,3.0,2.0]"
2115,1058.622,"[16.2,1.0,0.128682722,3.0,178.437,16.0,1.0,2.0,0.0]"
2116,1060.6194,"[6.32,0.0,0.012789884,9.0,39.1822,11.0,1.0,2.0,0.0]"
2117,1060.6194,"[20.7,1.0,0.12152072,3.0,118.0466,21.0,2.0,1.0,0.0]"
2118,1061.951,"[8.645,0.0,0.144006886,7.0,94.741,9.0,0.0,3.0,3.0]"
2119,1061.951,"[16.0,0.0,0.173574402,2.0,214.0902,33.0,2.0,1.0,1.0]"
2120,1061.951,"[20.5,0.0,0.144094079,2.0,34.819,11.0,1.0,2.0,0.0]"
2121,1062.6168,"[7.97,1.0,0.040071131,9.0,87.3514,16.0,1.0,2.0,0.0]"
2122,1062.6168,"[8.895,1.0,0.08125293,1.0,49.8008,16.0,1.0,2.0,0.0]"
2123,1062.6168,"[18.0,1.0,0.143495952,0.0,88.7514,11.0,1.0,2.0,0.0]"
2124,1062.6168,"[20.7,0.0,0.042923652,4.0,178.3028,16.0,1.0,2.0,0.0]"
2125,1065.28,"[7.645,1.0,0.066693437,1.0,42.3112,14.0,2.0,2.0,0.0]"
2126,1065.28,"[9.06,0.0,0.009776268,12.0,213.756,21.0,2.0,1.0,0.0]"
2127,1065.28,"[9.6,0.0,0.085085743,6.0,105.128,19.0,0.0,1.0,0.0]"
2128,1065.28,"[16.35,0.0,0.013393537,12.0,106.028,16.0,1.0,2.0,0.0]"
2129,1065.28,"[16.35,0.0,0.013442036,12.0,104.528,11.0,1.0,2.0,0.0]"
2130,1065.28,"[18.75,0.0,0.05233528,7.0,108.128,11.0,1.0,2.0,0.0]"
2131,1066.6116,"[11.1,0.0,0.033081389,2.0,116.5124,31.0,3.0,3.0,0.0]"
2132,1068.609,"[15.3,1.0,0.084937098,5.0,214.0218,16.0,1.0,2.0,0.0]"
2133,1070.6064,"[5.8,0.0,0.131221393,4.0,87.8172,16.0,1.0,2.0,0.0]"
2134,1070.6064,"[7.93,0.0,0.071425647,7.0,45.9086,9.0,0.0,3.0,3.0]"
2135,1070.6064,"[18.2,0.0,0.162960415,7.0,43.5086,31.0,3.0,3.0,0.0]"
2136,1070.6064,"[20.6,1.0,0.046114018,1.0,178.2344,16.0,1.0,2.0,0.0]"
2137,1071.938,"[6.36,0.0,0.121034655,0.0,47.506,9.0,0.0,3.0,3.0]"
2138,1071.938,"[8.93,0.0,0.02827966,4.0,152.234,33.0,0.0,3.0,2.0]"
2139,1071.938,"[12.85,0.0,0.16871476,3.0,47.306,19.0,0.0,1.0,0.0]"
2140,1071.938,"[17.6,1.0,0.053481818,13.0,47.806,11.0,1.0,2.0,0.0]"
2141,1072.6038,"[16.7,1.0,0.042685217,4.0,120.7782,19.0,0.0,1.0,0.0]"
2142,1073.2696,"[19.7,0.0,0.024635077,8.0,84.1592,31.0,3.0,3.0,0.0]"
2143,1076.5986,"[14.65,1.0,0.099333217,1.0,51.3666,16.0,1.0,2.0,0.0]"
2144,1076.5986,"[16.2,1.0,0.016639482,3.0,95.8726,31.0,3.0,3.0,0.0]"
2145,1076.5986,"[16.2,1.0,0.016687114,3.0,96.9726,16.0,1.0,2.0,0.0]"
2146,1078.596,"[11.65,0.0,0.173206192,4.0,53.3298,33.0,0.0,3.0,2.0]"
2147,1078.596,"[12.15,0.0,0.06227604,13.0,37.9532,14.0,2.0,2.0,0.0]"
2148,1078.596,"[14.0,0.0,0.030094192,0.0,215.7192,21.0,2.0,1.0,0.0]"
2149,1078.596,"[15.25,0.0,0.089742065,3.0,213.7192,31.0,3.0,3.0,0.0]"
2150,1078.596,"[15.85,1.0,0.121043709,6.0,59.422,33.0,0.0,3.0,2.0]"
2151,1078.596,"[18.85,1.0,0.067624438,4.0,120.944,33.0,0.0,3.0,2.0]"
2152,1081.925,"[7.975,0.0,0.014618973,6.0,85.225,31.0,3.0,3.0,0.0]"
2153,1084.5882,"[5.765,0.0,0.072410764,3.0,122.5098,19.0,0.0,1.0,0.0]"
2154,1086.5856,"[9.195,0.0,0.101294945,6.0,46.2744,21.0,2.0,1.0,0.0]"
2155,1086.5856,"[12.5,1.0,0.082215187,0.0,91.4488,11.0,1.0,2.0,0.0]"
2156,1086.5856,"[16.7,1.0,0.054739692,13.0,65.7168,16.0,1.0,2.0,0.0]"
2157,1086.5856,"[16.85,0.0,0.036383293,1.0,91.0488,14.0,2.0,2.0,0.0]"
2158,1086.5856,"[20.0,1.0,0.028282832,0.0,46.2744,11.0,1.0,2.0,0.0]"
2159,1086.5856,"[21.1,1.0,0.161474419,0.0,62.9168,14.0,2.0,2.0,0.0]"
2160,1088.583,"[15.85,0.0,0.069087481,10.0,218.7166,14.0,2.0,2.0,0.0]"
2161,1090.5804,"[7.72,1.0,0.074883035,10.0,79.8986,16.0,1.0,2.0,0.0]"
2162,1090.5804,"[8.02,0.0,0.033259081,2.0,154.2972,20.0,1.0,3.0,1.0]"
2163,1090.5804,"[12.65,0.0,0.069532901,9.0,51.8324,19.0,0.0,1.0,0.0]"
2164,1090.5804,"[16.0,1.0,0.065051586,4.0,76.1986,14.0,2.0,2.0,0.0]"
2165,1090.5804,"[16.0,1.0,0.106752081,6.0,181.4634,21.0,2.0,1.0,0.0]"
2166,1090.5804,"[16.2,0.0,0.019378432,8.0,156.4972,21.0,2.0,1.0,0.0]"
2167,1090.5804,"[18.7,0.0,0.014622625,8.0,52.0324,16.0,1.0,2.0,0.0]"
2168,1090.5804,"[20.6,0.0,0.083004078,6.0,119.4756,21.0,2.0,1.0,0.0]"
2169,1091.2462,"[8.395,0.0,0.039492207,1.0,97.3042,21.0,2.0,1.0,0.0]"
2170,1091.2462,"[12.0,1.0,0.020411155,9.0,98.6042,21.0,2.0,1.0,0.0]"
2171,1091.912,"[15.2,0.0,0.033599041,2.0,107.7912,21.0,2.0,1.0,0.0]"
2172,1094.5752,"[6.96,0.0,0.077508015,8.0,92.3146,9.0,0.0,3.0,3.0]"
2173,1094.5752,"[16.5,1.0,0.110888167,14.0,181.6292,20.0,1.0,3.0,1.0]"
2174,1095.241,"[20.2,1.0,0.039247736,14.0,157.663,21.0,2.0,1.0,0.0]"
2175,1095.241,"[20.25,0.0,0.036295834,4.0,217.5482,31.0,3.0,3.0,0.0]"
2176,1096.5726,"[19.1,0.0,0.045088724,4.0,39.7138,33.0,0.0,3.0,2.0]"
2177,1098.57,"[7.31,0.0,0.026783871,1.0,108.157,14.0,2.0,2.0,0.0]"
2178,1098.57,"[9.0,0.0,0.038892859,8.0,36.119,31.0,3.0,3.0,0.0]"
2179,1098.57,"[12.3,0.0,0.009429612,6.0,71.338,16.0,1.0,2.0,0.0]"
2180,1099.2358,"[9.195,1.0,0.064376263,3.0,83.1566,11.0,1.0,2.0,0.0]"
2181,1099.2358,"[13.15,0.0,0.020698674,10.0,86.3566,31.0,3.0,3.0,0.0]"
2182,1099.9016,"[6.55,1.0,0.034658144,10.0,155.8288,19.0,0.0,1.0,0.0]"
2183,1100.5674,"[9.195,0.0,0.114885647,3.0,59.6246,21.0,2.0,1.0,0.0]"
2184,1102.5648,"[7.55,1.0,0.030918873,0.0,123.9072,31.0,3.0,3.0,0.0]"
2185,1102.5648,"[9.5,1.0,0.0,1.0,182.3608,20.0,1.0,3.0,1.0]"
2186,1102.5648,"[13.35,0.0,0.065215312,6.0,93.4804,9.0,0.0,3.0,3.0]"
2187,1102.5648,"[16.25,0.0,0.0,5.0,89.8804,11.0,1.0,2.0,0.0]"
2188,1102.5648,"[17.6,1.0,0.016092971,10.0,45.8402,9.0,0.0,3.0,3.0]"
2189,1104.5622,"[12.35,1.0,0.15911489,9.0,158.1946,9.0,0.0,3.0,3.0]"
2190,1104.5622,"[13.6,1.0,0.043743689,0.0,157.7946,16.0,1.0,2.0,0.0]"
2191,1104.5622,"[14.15,0.0,0.042246575,4.0,54.2982,19.0,0.0,1.0,0.0]"
2192,1105.228,"[7.485,0.0,0.069405301,1.0,112.1228,9.0,0.0,3.0,3.0]"
2193,1105.228,"[14.65,0.0,0.0,12.0,53.8614,14.0,2.0,2.0,0.0]"
